Customer_ID,First_Purchase,Last_Purchase,Purchase_Count,Total_Spend,Days_as_Customer,Purchase_Frequency,Avg_Order_Value,Weekly_Value,CLV_1Year
C0085,2023-02-28,2023-12-30,12,300.63,306,0.2745098039215686,25.0525,6.877156862745097,357.61215686274505
C0086,2023-02-11,2023-10-28,9,362.84999999999997,260,0.24230769230769228,40.31666666666666,9.76903846153846,507.9899999999999
C0087,2023-01-17,2023-12-23,11,241.71,341,0.22580645161290322,21.973636363636363,4.961788856304985,258.0130205278592
C0088,2023-01-01,2023-12-25,12,379.39,359,0.233983286908078,31.61583333333333,7.397576601671308,384.673983286908
C0089,2023-03-24,2023-11-23,6,154.07999999999998,245,0.17142857142857143,25.679999999999996,4.402285714285713,228.9188571428571
C0090,2023-01-21,2023-12-12,11,243.95,326,0.2361963190184049,22.177272727272726,5.238190184049079,272.38588957055214
C0091,2023-01-24,2023-11-29,10,279.26,310,0.22580645161290322,27.926,6.305870967741935,327.90529032258064
C0092,2023-02-15,2023-11-30,8,211.23,289,0.19377162629757785,26.40375,5.116297577854671,266.0474740484429
C0093,2023-01-25,2023-12-26,11,256.69,336,0.22916666666666666,23.335454545454546,5.347708333333333,278.0808333333333
C0094,2023-01-04,2023-12-23,13,273.28000000000003,354,0.2570621468926554,21.021538461538462,5.403841807909605,280.99977401129945
C0095,2023-01-05,2023-12-02,12,478.58,332,0.25301204819277107,39.88166666666667,10.090542168674698,524.7081927710843
C0096,2023-01-13,2023-11-22,10,327.71000000000004,314,0.2229299363057325,32.771,7.30563694267516,379.8931210191083
C0097,2023-01-20,2023-12-22,11,313.43,337,0.22848664688427298,28.493636363636366,6.510415430267062,338.5416023738872
C0098,2023-04-07,2023-12-27,8,205.82999999999998,265,0.21132075471698114,25.728749999999998,5.437018867924528,282.72498113207547
C0099,2023-04-04,2023-12-14,12,509.18999999999994,255,0.32941176470588235,42.4325,13.977764705882352,726.8437647058823
C0100,2023-01-15,2023-11-27,11,296.07,317,0.24290220820189276,26.915454545454544,6.53782334384858,339.96681388012615
C0101,2023-04-15,2023-12-21,4,141.17000000000002,251,0.11155378486055778,35.292500000000004,3.937011952191236,204.72462151394427
C0102,2023-01-04,2023-10-08,12,343.62,278,0.302158273381295,28.635,8.652302158273383,449.9197122302159
C0103,2023-01-01,2023-12-31,14,499.28000000000003,365,0.2684931506849315,35.66285714285714,9.57523287671233,497.9121095890411
C0104,2023-01-01,2023-10-18,11,368.85,291,0.2646048109965636,33.53181818181818,8.872680412371134,461.37938144329894
C0105,2023-02-02,2023-12-27,11,326.77,329,0.23404255319148937,29.706363636363633,6.952553191489361,361.53276595744677
C0106,2023-03-13,2023-12-17,10,286.53,280,0.25,28.653,7.16325,372.489
C0107,2023-05-08,2023-12-30,10,333.25,237,0.29535864978902954,33.325,9.84282700421941,511.82700421940933
C0108,2023-01-13,2023-12-24,14,406.3,346,0.28323699421965315,29.021428571428572,8.219942196531791,427.4369942196532
C0109,2023-01-12,2023-12-16,12,333.23,339,0.24778761061946902,27.769166666666667,6.880855457227138,357.8044837758112
C0110,2023-01-15,2023-11-12,16,492.35,302,0.37086092715231783,30.771875,11.412086092715231,593.428476821192
C0111,2023-01-21,2023-12-04,11,401.89,318,0.24213836477987422,36.53545454545454,8.846635220125785,460.0250314465408
C0112,2023-01-09,2023-12-19,17,629.47,345,0.34492753623188405,37.02764705882353,12.771855072463769,664.136463768116
C0113,2023-01-19,2023-12-28,12,347.9,344,0.2441860465116279,28.991666666666664,7.079360465116278,368.1267441860465
C0114,2023-01-12,2023-09-24,8,188.05,256,0.21875,23.50625,5.1419921875000005,267.38359375000005
C0115,2023-03-08,2023-12-21,8,191.73999999999998,289,0.19377162629757785,23.967499999999998,4.644221453287197,241.49951557093425
C0116,2023-02-13,2023-11-20,11,483.65999999999997,281,0.27402135231316727,43.96909090909091,12.04846975088968,626.5204270462634
C0117,2023-03-20,2023-11-06,7,282.33,232,0.21120689655172412,40.332857142857144,8.518577586206895,442.9660344827586
C0118,2023-01-01,2023-12-07,10,385.76,341,0.20527859237536655,38.576,7.91882697947214,411.7790029325513
C0119,2023-01-02,2023-11-21,13,341.53,324,0.2808641975308642,26.27153846153846,7.378734567901234,383.6941975308642
C0120,2023-06-08,2023-11-20,3,83.62,166,0.12650602409638553,27.873333333333335,3.526144578313253,183.35951807228915
C0121,2023-01-07,2023-12-22,15,414.91,350,0.3,27.660666666666668,8.2982,431.5064
C0122,2023-02-02,2023-09-04,8,440.73,215,0.26046511627906976,55.09125,14.349348837209302,746.1661395348837
C0123,2023-01-19,2023-11-17,15,379.88,303,0.34653465346534656,25.325333333333333,8.776105610561057,456.357491749175
C0124,2023-03-14,2023-12-08,8,295.55,270,0.20740740740740743,36.94375,7.662407407407408,398.4451851851852
C0125,2023-03-28,2023-05-16,2,45.15,50,0.27999999999999997,22.575,6.320999999999999,328.69199999999995
C0126,2023-01-08,2023-11-21,11,491.42,318,0.24213836477987422,44.67454545454546,10.8174213836478,562.5059119496856
C0127,2023-03-05,2023-11-17,6,263.42,258,0.16279069767441862,43.903333333333336,7.1470542635658925,371.6468217054264
C0128,2023-01-21,2023-12-05,10,328.03,319,0.219435736677116,32.803,7.198150470219435,374.3038244514106
C0129,2023-02-08,2023-12-09,9,228.48000000000002,305,0.20655737704918034,25.38666666666667,5.243803278688525,272.6777704918033
C0130,2023-02-19,2023-10-31,5,214.52,255,0.1372549019607843,42.904,5.88878431372549,306.2167843137255
C0131,2023-01-08,2023-11-20,9,321.72,317,0.19873817034700317,35.74666666666667,7.1042271293375405,369.4198107255521
C0132,2023-01-03,2023-09-05,6,187.77,246,0.17073170731707316,31.295,5.343048780487805,277.83853658536583
C0133,2023-01-08,2023-12-29,10,328.03,356,0.19662921348314608,32.803,6.45002808988764,335.4014606741573
C0134,2023-01-17,2023-09-25,9,285.40000000000003,252,0.25,31.711111111111116,7.927777777777779,412.2444444444445
C0135,2023-04-04,2023-12-24,6,133.73,265,0.15849056603773587,22.28833333333333,3.532490566037736,183.68950943396226
C0136,2023-02-26,2023-12-23,11,175.67999999999998,301,0.2558139534883721,15.970909090909089,4.085581395348837,212.4502325581395
C0137,2023-01-04,2023-09-09,6,243.20999999999998,249,0.16867469879518074,40.535,6.83722891566265,355.5359036144578
C0138,2023-01-09,2023-12-11,8,306.61,337,0.1661721068249258,38.32625,6.368753709198813,331.1751928783383
C0139,2023-01-17,2023-11-29,9,302.61,317,0.19873817034700317,33.623333333333335,6.68223974763407,347.47646687697164
C0140,2023-02-03,2023-11-26,9,341.71,297,0.2121212121212121,37.967777777777776,8.053771043771043,418.7960942760942
C0141,2023-02-17,2023-12-31,11,374.01,318,0.24213836477987422,34.00090909090909,8.232924528301886,428.11207547169806
C0142,2023-04-08,2023-10-10,7,270.73,186,0.26344086021505375,38.675714285714285,10.188763440860214,529.8156989247311
C0143,2023-01-05,2023-11-23,11,328.84999999999997,323,0.23839009287925694,29.89545454545454,7.126780185758512,370.59256965944263
C0144,2023-01-29,2023-11-26,12,324.75,302,0.2781456953642384,27.0625,7.527317880794701,391.42052980132445
C0145,2023-03-21,2023-10-30,10,235.83,224,0.3125,23.583000000000002,7.3696875,383.22375
C0146,2023-01-02,2023-10-30,17,397.12,302,0.3940397350993377,23.36,9.204768211920529,478.6479470198675
C0147,2023-02-25,2023-12-20,10,321.58,299,0.23411371237458192,32.158,7.528628762541806,391.48869565217393
C0148,2023-03-18,2023-12-24,8,239.44,282,0.19858156028368795,29.93,5.9435460992907805,309.0643971631206
C0149,2023-01-05,2023-12-20,14,409.52000000000004,350,0.28,29.251428571428573,8.1904,425.9008
C0150,2023-06-17,2023-12-22,7,219.29,189,0.25925925925925924,31.327142857142857,8.12185185185185,422.33629629629627
C0151,2023-02-23,2023-12-19,8,233.16000000000003,300,0.18666666666666668,29.145000000000003,5.440400000000001,282.90080000000006
C0152,2023-01-18,2023-12-27,11,241.96,344,0.22383720930232556,21.996363636363636,4.9236046511627904,256.0274418604651
C0153,2023-03-27,2023-12-30,10,267.51,279,0.2508960573476703,26.750999999999998,6.711720430107527,349.0094623655914
C0154,2023-01-10,2023-12-08,13,385.43,333,0.2732732732732733,29.64846153846154,8.102132132132132,421.3108708708709
C0155,2023-03-30,2023-09-09,8,356.19,164,0.34146341463414637,44.52375,15.203231707317075,790.5680487804879
C0156,2023-01-15,2023-12-01,6,207.57,321,0.13084112149532712,34.595,4.526448598130841,235.37532710280374
C0157,2023-01-30,2023-12-31,9,339.03,336,0.1875,37.669999999999995,7.063124999999999,367.28249999999997
C0158,2023-01-23,2023-12-15,11,274.12,327,0.23547400611620795,24.92,5.868012232415903,305.13663608562695
C0159,2023-01-14,2023-11-28,11,363.56,319,0.2413793103448276,33.050909090909094,7.97780564263323,414.845893416928
C0160,2023-01-11,2023-09-03,12,319.96999999999997,236,0.3559322033898305,26.664166666666663,9.490635593220338,493.5130508474576
C0161,2023-01-21,2023-12-22,15,562.13,336,0.3125,37.47533333333333,11.711041666666667,608.9741666666666
C0162,2023-03-02,2023-11-18,15,494.83000000000004,262,0.40076335877862596,32.98866666666667,13.220648854961832,687.4737404580153
C0163,2023-06-22,2023-11-01,3,57.56999999999999,133,0.15789473684210525,19.189999999999998,3.0299999999999994,157.55999999999997
C0164,2023-01-04,2023-12-01,11,393.87,332,0.2319277108433735,35.806363636363635,8.304487951807229,431.8333734939759
C0165,2023-01-12,2023-10-27,9,293.05,289,0.2179930795847751,32.56111111111111,7.098096885813149,369.10103806228375
C0166,2023-05-19,2023-12-29,8,277.82000000000005,225,0.24888888888888885,34.727500000000006,8.64328888888889,449.45102222222226
C0167,2023-01-10,2023-12-31,11,307.12,356,0.21629213483146068,27.92,6.038876404494382,314.02157303370785
C0168,2023-03-03,2023-10-30,9,333.52,242,0.2603305785123967,37.05777777777777,9.647272727272727,501.6581818181818
C0169,2023-04-08,2023-11-23,11,283.27,230,0.3347826086956522,25.75181818181818,8.621260869565218,448.3055652173913
C0170,2023-02-19,2023-12-29,12,270.93,314,0.267515923566879,22.5775,6.039840764331211,314.07171974522294
C0171,2023-01-07,2023-10-11,10,308.53999999999996,278,0.2517985611510791,30.853999999999996,7.768992805755394,403.9876258992805
C0172,2023-01-03,2023-12-30,12,389.82,362,0.23204419889502761,32.485,7.537955801104972,391.97370165745855
C0173,2023-01-28,2023-12-15,17,485.40999999999997,322,0.3695652173913043,28.553529411764703,10.552391304347825,548.724347826087
C0174,2023-02-08,2023-11-25,14,335.93,291,0.33676975945017185,23.995,8.080790378006874,420.2010996563574
C0175,2023-02-10,2023-11-04,15,441.25,268,0.3917910447761194,29.416666666666668,11.52518656716418,599.3097014925373
C0176,2023-01-12,2023-11-29,9,363.64,322,0.1956521739130435,40.404444444444444,7.905217391304348,411.0713043478261
C0177,2023-01-11,2023-12-03,7,182.4,327,0.14984709480122324,26.057142857142857,3.9045871559633025,203.03853211009172
C0178,2023-03-04,2023-12-19,14,366.21000000000004,291,0.33676975945017185,26.157857142857146,8.80917525773196,458.0771134020619
C0179,2023-01-11,2023-12-28,9,277.15999999999997,352,0.17897727272727273,30.795555555555552,5.5117045454545455,286.6086363636364
C0180,2023-01-26,2023-11-16,9,401.36,295,0.2135593220338983,44.595555555555556,9.52379661016949,495.2374237288135
C0181,2023-02-03,2023-12-14,13,609.98,315,0.28888888888888886,46.92153846153846,13.55511111111111,704.8657777777777
C0182,2023-02-05,2023-12-22,7,338.36,321,0.15264797507788164,48.33714285714286,7.378566978193147,383.6854828660436
C0183,2023-01-16,2023-12-22,13,284.51,341,0.2668621700879765,21.885384615384616,5.840381231671554,303.6998240469208
C0184,2023-01-03,2023-12-09,13,349.67,341,0.2668621700879765,26.89769230769231,7.177976539589443,373.254780058651
C0185,2023-02-20,2023-10-10,10,219.75,233,0.30042918454935624,21.975,6.6019313304721035,343.3004291845494
C0186,2023-01-08,2023-12-01,9,254.97,328,0.19207317073170732,28.33,5.441432926829268,282.95451219512194
C0187,2023-01-18,2023-12-20,8,330.72,337,0.1661721068249258,41.34,6.869554896142433,357.21685459940653
C0188,2023-05-22,2023-11-24,5,131.94,187,0.18716577540106952,26.387999999999998,4.938930481283422,256.82438502673796
C0189,2023-01-07,2023-10-15,5,227.96,282,0.12411347517730496,45.592,5.658581560283688,294.24624113475176
C0190,2023-01-04,2023-11-13,12,368.86,314,0.267515923566879,30.738333333333333,8.222993630573248,427.5956687898089
C0191,2023-01-05,2023-12-16,15,469.78999999999996,346,0.30346820809248554,31.31933333333333,9.504421965317917,494.2299421965317
C0192,2023-01-15,2023-12-08,13,410.73,328,0.2774390243902439,31.594615384615388,8.765579268292685,455.8101219512196
C0193,2023-02-19,2023-10-04,12,280.94,228,0.368421052631579,23.411666666666665,8.625350877192982,448.5182456140351
C0194,2023-01-04,2023-10-04,10,349.09999999999997,274,0.2554744525547445,34.91,8.91861313868613,463.76788321167874
C0195,2023-02-02,2023-12-06,8,155.41,308,0.18181818181818182,19.42625,3.5320454545454547,183.66636363636366
C0196,2023-03-29,2023-10-31,10,271.26,217,0.3225806451612903,27.125999999999998,8.750322580645161,455.0167741935484
C0197,2023-04-16,2023-12-10,6,287.81,239,0.17573221757322174,47.968333333333334,8.429581589958158,438.3382426778242
C0198,2023-01-06,2023-10-23,13,445.89,291,0.3127147766323024,34.29923076923077,10.725876288659792,557.7455670103092
C0199,2023-03-07,2023-12-20,6,318.34000000000003,289,0.1453287197231834,53.05666666666667,7.710657439446368,400.9541868512111
C0200,2023-02-09,2023-12-29,6,118.61,324,0.12962962962962962,19.768333333333334,2.5625617283950617,133.2532098765432
C0201,2023-03-22,2023-12-08,10,315.67,262,0.26717557251908397,31.567,8.433931297709924,438.56442748091604
C0202,2023-01-18,2023-12-07,8,233.88000000000002,324,0.1728395061728395,29.235000000000003,5.0529629629629635,262.7540740740741
C0203,2023-01-16,2023-09-10,10,279.51,238,0.29411764705882354,27.951,8.220882352941176,427.4858823529412
C0204,2023-01-06,2023-10-28,12,446.2,296,0.28378378378378377,37.18333333333333,10.552027027027025,548.7054054054053
C0205,2023-01-13,2023-11-16,16,519.67,308,0.36363636363636365,32.479375,11.810681818181818,614.1554545454545
C0206,2023-01-26,2023-12-18,14,445.19,327,0.2996941896024465,31.799285714285713,9.53006116207951,495.56318042813456
C0207,2023-01-18,2023-12-22,10,286.14,339,0.20648967551622419,28.613999999999997,5.908495575221238,307.2417699115044
C0208,2023-03-07,2023-11-14,11,478.67,253,0.3043478260869565,43.515454545454546,13.24383399209486,688.6793675889327
C0209,2023-01-13,2023-12-28,13,385.49,350,0.26,29.653076923076924,7.7098,400.9096
C0210,2023-03-01,2023-12-22,10,270.82,297,0.23569023569023567,27.082,6.382962962962963,331.91407407407405
C0211,2023-02-09,2023-12-26,10,288.38,321,0.2180685358255452,28.838,6.288660436137072,327.01034267912775
C0212,2023-03-30,2023-10-23,4,53.67,208,0.1346153846153846,13.4175,1.806201923076923,93.9225
C0213,2023-01-05,2023-12-30,14,378.41,360,0.2722222222222222,27.029285714285717,7.357972222222222,382.61455555555557
C0214,2023-02-10,2023-10-21,7,250.87,254,0.19291338582677167,35.83857142857143,6.913740157480316,359.51448818897643
C0215,2023-01-14,2023-12-01,14,458.46,322,0.30434782608695654,32.747142857142855,9.966521739130435,518.2591304347826
C0216,2023-01-04,2023-12-16,16,561.34,347,0.3227665706051873,35.08375,11.323861671469741,588.8408069164266
C0217,2023-01-26,2023-12-25,14,574.96,334,0.2934131736526946,41.06857142857143,12.050059880239521,626.6031137724551
C0218,2023-01-01,2023-12-30,11,328.79,364,0.21153846153846154,29.89,6.322884615384615,328.79
C0219,2023-03-31,2023-12-30,13,541.99,275,0.33090909090909093,41.691538461538464,13.796109090909093,717.3976727272728
C0220,2023-05-07,2023-12-08,6,130.51,216,0.19444444444444445,21.751666666666665,4.229490740740741,219.93351851851853
C0221,2023-01-09,2023-10-18,11,366.81,283,0.27208480565371024,33.346363636363634,9.07303886925795,471.79802120141335
C0222,2023-01-20,2023-12-08,11,388.83,323,0.23839009287925694,35.348181818181814,8.426656346749224,438.18613003095965
C0223,2023-02-15,2023-12-11,12,377.99,300,0.28,31.499166666666667,8.819766666666668,458.62786666666676
C0224,2023-01-11,2023-10-26,6,201.05,289,0.1453287197231834,33.50833333333333,4.869723183391003,253.22560553633218
C0225,2023-04-01,2023-11-26,7,208.42000000000002,240,0.20416666666666666,29.774285714285718,6.078916666666667,316.1036666666667
C0226,2023-02-02,2023-12-02,10,273.75,304,0.23026315789473684,27.375,6.303453947368421,327.7796052631579
C0227,2023-02-12,2023-12-31,10,288.88,323,0.21671826625386995,28.887999999999998,6.260557275541794,325.5489783281733
C0228,2023-03-03,2023-12-18,7,148.37,291,0.16838487972508592,21.195714285714285,3.569037800687285,185.58996563573882
C0229,2023-02-01,2023-12-06,13,585.21,309,0.29449838187702265,45.01615384615385,13.257184466019417,689.3735922330097
C0230,2023-01-08,2023-12-31,17,419.21,358,0.33240223463687146,24.65941176470588,8.196843575418992,426.2358659217876
C0231,2023-01-08,2023-12-27,10,254.12,354,0.1977401129943503,25.412,5.024971751412429,261.2985310734463
C0232,2023-01-13,2023-11-06,12,428.37,298,0.2818791946308725,35.6975,10.06238255033557,523.2438926174497
C0233,2023-01-08,2023-11-26,6,119.89000000000001,323,0.13003095975232198,19.98166666666667,2.5982352941176474,135.10823529411766
C0234,2023-01-04,2023-09-06,12,580.17,246,0.3414634146341463,48.3475,16.50890243902439,858.4629268292682
C0235,2023-04-20,2023-08-29,4,97.05000000000001,132,0.21212121212121213,24.262500000000003,5.14659090909091,267.62272727272733
C0236,2023-01-30,2023-12-31,8,436.45,336,0.16666666666666666,54.55625,9.092708333333333,472.82083333333327
C0237,2023-02-07,2023-12-16,12,289.21999999999997,313,0.268370607028754,24.101666666666663,6.468178913738018,336.3453035143769
C0238,2023-01-17,2023-12-10,10,327.52,328,0.2134146341463415,32.751999999999995,6.989756097560975,363.4673170731707
